"Skye","jungler","Travel Boots","Frostburn","Eve of Harvest","Broken Myth","Aegis","Aegis","1"
"Skye","jungler","Frostburn","Halcyon Chargers","Aegis","Coat of Plates","Shatterglass","Piercing Shard","1"
"Skye","jungler","Sorrowblade","Book of Eulogies","Halcyon Chargers","Tornado Trigger","Aegis","Aegis","1"
"Skye","jungler","Frostburn","Aegis","Broken Myth","Travel Boots","Void Battery","Void Battery","1"
"Skye","jungler","Frostburn","Broken Myth","Travel Boots","Aegis","Heavy Prism","Eclipse Prism","1"
"Skye","jungler","Frostburn","Halcyon Chargers","Aegis","Broken Myth","Clockwork","Crystal Bit","1"
"Skye","jungler","Eve of Harvest","Shatterglass","Travel Boots","Aegis","Broken Myth","Broken Myth","1"
"Skye","jungler","Shatterglass","Reflex Block","Travel Boots","Kinetic Shield","Piercing Shard","Crystal Bit","1"
"Skye","jungler","Breaking Point","Poisoned Shiv","Travel Boots","Aegis","Tyrant's Monocle","Tyrant's Monocle","1"
"Skye","jungler","Frostburn","Halcyon Chargers","Aegis","Broken Myth","Shatterglass","Shatterglass","1"
"Skye","jungler","Breaking Point","Tyrant's Monocle","Journey Boots","Aegis","Tyrant's Monocle","Bonesaw","1"
"Skye","jungler","Shatterglass","Piercing Shard","Travel Boots","Heavy Prism","Reflex Block","Reflex Block","1"
"Skye","jungler","Frostburn","Broken Myth","Void Battery","Aegis","Travel Boots","Metal Jacket","1"
"Skye","jungler","Frostburn","Crystal Bit","Crystal Bit","Sprint Boots","Reflex Block","Reflex Block","1"
"Skye","jungler","Heavy Prism","Crystal Bit","Crystal Bit","Crystal Bit","Travel Boots","Travel Boots","1"
"Skye","jungler","Frostburn","Eve of Harvest","Broken Myth","Halcyon Chargers","Aegis","Eclipse Prism","1"
"Skye","jungler","Travel Boots","Frostburn","Void Battery","Broken Myth","Reflex Block","Heavy Prism","1"
"Skye","jungler","Travel Boots","Frostburn","Kinetic Shield","Reflex Block","Eve of Harvest","Broken Myth","1"
"Skye","jungler","War Treads","Shatterglass","Broken Myth","Aegis","Clockwork","Eve of Harvest","1"
"Skye","jungler","Frostburn","Sprint Boots","Energy Battery","Heavy Prism","Oakheart","Piercing Shard","1"
"Skye","jungler","Frostburn","Broken Myth","Kinetic Shield","Void Battery","Travel Boots","Reflex Block","1"
"Skye","jungler","Broken Myth","Light Armor","Sprint Boots","Light Shield","Reflex Block","Chronograph","1"
"Skye","jungler","Frostburn","Eve of Harvest","Aegis","Halcyon Chargers","Broken Myth","Broken Myth","1"
"Skye","jungler","Eve of Harvest","Sprint Boots","Frostburn","Broken Myth","Light Armor","Reflex Block","1"
"Skye","jungler","Frostburn","Reflex Block","Halcyon Chargers","Eve of Harvest","Broken Myth","Piercing Shard","1"
"Skye","jungler","Frostburn","Eve of Harvest","Aegis","Travel Boots","Piercing Shard","Coat of Plates","1"
"Skye","jungler","Frostburn","Broken Myth","Eve of Harvest","Travel Boots","Light Armor","Reflex Block","1"
"Skye","jungler","Shatterglass","Eve of Harvest","Reflex Block","Travel Boots","Heavy Prism","Piercing Shard","1"
"Skye","jungler","Sorrowblade","Breaking Point","Sprint Boots","Light Armor","Reflex Block","Kinetic Shield","1"
"Skye","jungler","Frostburn","Eve of Harvest","Travel Boots","Broken Myth","Coat of Plates","Reflex Block","1"
"Skye","jungler","Frostburn","Broken Myth","Halcyon Chargers","Eve of Harvest","Coat of Plates","Reflex Block","1"
"Skye","jungler","Frostburn","Sprint Boots","Energy Battery","Heavy Prism","Piercing Shard","Piercing Shard","1"
"Skye","jungler","Frostburn","Void Battery","Aegis","Sprint Boots","Broken Myth","Broken Myth","1"
"Skye","jungler","Frostburn","Broken Myth","Sprint Boots","Light Armor","Eve of Harvest","Eve of Harvest","1"
"Skye","jungler","Halcyon Chargers","Frostburn","Broken Myth","Eve of Harvest","Crystal Bit","Reflex Block","1"
"Skye","jungler","Frostburn","Reflex Block","Broken Myth","Eve of Harvest","Kinetic Shield","Halcyon Chargers","1"
"Skye","jungler","Eve of Harvest","Frostburn","Journey Boots","Broken Myth","Aegis","Metal Jacket","1"
"Skye","jungler","Frostburn","Eve of Harvest","Heavy Prism","Coat of Plates","Sprint Boots","Piercing Shard","1"
"Skye","jungler","Broken Myth","Frostburn","Eve of Harvest","Travel Boots","Aegis","Aegis","1"
"Skye","jungler","Frostburn","Broken Myth","Void Battery","Sprint Boots","Heavy Prism","Oakheart","1"
"Skye","jungler","Halcyon Chargers","Eve of Harvest","Broken Myth","Frostburn","Aegis","Heavy Prism","1"
"Skye","jungler","Eve of Harvest","Frostburn","Broken Myth","Halcyon Chargers","Reflex Block","Light Shield","1"
"Skye","jungler","Frostburn","Eve of Harvest","Sprint Boots","Broken Myth","Energy Battery","Coat of Plates","1"
"Skye","jungler","Coat of Plates","Frostburn","Piercing Shard","Travel Boots","Eve of Harvest","Heavy Prism","1"
"Skye","jungler","Frostburn","Broken Myth","Eve of Harvest","Sprint Boots","Reflex Block","Reflex Block","1"
"Skye","jungler","Frostburn","Eve of Harvest","Broken Myth","Travel Boots","Void Battery","Void Battery","1"
"Skye","jungler","Frostburn","Eve of Harvest","Aegis","Sprint Boots","Broken Myth","Energy Battery","1"
"Skye","jungler","Frostburn","Halcyon Chargers","Eve of Harvest","Broken Myth","Aegis","Coat of Plates","1"
"Skye","jungler","Frostburn","Eve of Harvest","Halcyon Chargers","Broken Myth","Coat of Plates","Reflex Block","1"
"Skye","jungler","Broken Myth","Frostburn","Eve of Harvest","Sprint Boots","Piercing Shard","Reflex Block","1"
"Skye","jungler","Frostburn","Eve of Harvest","Broken Myth","Travel Boots","Aegis","Crystal Bit","1"
"Skye","jungler","Frostburn","Eve of Harvest","Travel Boots","Broken Myth","Piercing Shard","Aegis","1"
"Skye","jungler","Travel Boots","Aegis","Eve of Harvest","Broken Myth","Frostburn","Hourglass","1"
"Skye","jungler","Broken Myth","Frostburn","Travel Boots","Aegis","Eve of Harvest","Light Armor","1"
"Skye","jungler","Travel Boots","Frostburn","Kinetic Shield","Eve of Harvest","Coat of Plates","Coat of Plates","1"
"Skye","jungler","Reflex Block","Frostburn","Eve of Harvest","Broken Myth","Metal Jacket","Sprint Boots","1"
"Skye","jungler","Eve of Harvest","Frostburn","Kinetic Shield","Broken Myth","Sprint Boots","Light Shield","1"
"Skye","jungler","Broken Myth","Eve of Harvest","Travel Boots","Coat of Plates","Kinetic Shield","Crystal Bit","1"
"Skye","jungler","Frostburn","Broken Myth","Travel Boots","Reflex Block","Coat of Plates","Crystal Bit","1"
"Skye","jungler","Minion Candy","Minion Candy","Minion Candy","Minion Candy","Minion Candy","Minion Candy","1"
"Skye","jungler","Frostburn","Reflex Block","Eve of Harvest","Light Armor","Travel Boots","Piercing Shard","1"
"Skye","jungler","Frostburn","Broken Myth","Heavy Prism","Travel Boots","Void Battery","Light Shield","1"
"Skye","jungler","Frostburn","Broken Myth","Heavy Prism","Sprint Boots","Void Battery","Void Battery","1"
"Skye","jungler","Shatterglass","Broken Myth","Travel Boots","Kinetic Shield","Void Battery","Crystal Bit","1"
"Skye","jungler","Frostburn","Broken Myth","Travel Boots","Eve of Harvest","Heavy Prism","Reflex Block","1"
"Skye","jungler","Frostburn","Eve of Harvest","Sprint Boots","Reflex Block","Piercing Shard","Heavy Prism","1"
"Skye","jungler","Frostburn","Eve of Harvest","Travel Boots","Broken Myth","Aegis","Light Armor","1"
"Skye","jungler","Frostburn","Broken Myth","Travel Boots","Void Battery","Heavy Prism","Halcyon Potion","1"
"Skye","jungler","Frostburn","Eve of Harvest","Broken Myth","Travel Boots","Reflex Block","Light Shield","1"
"Skye","jungler","Broken Myth","Frostburn","Sprint Boots","Eve of Harvest","Reflex Block","Reflex Block","1"
"Skye","jungler","Broken Myth","Frostburn","Eve of Harvest","Travel Boots","Aegis","Metal Jacket","1"
"Skye","jungler","Reflex Block","Shatterglass","Eve of Harvest","Halcyon Chargers","Broken Myth","Broken Myth","1"
"Skye","jungler","Frostburn","Oakheart","Sprint Boots","Broken Myth","Energy Battery","Energy Battery","1"
"Skye","jungler","Frostburn","Energy Battery","Heavy Prism","Travel Boots","Piercing Shard","Reflex Block","1"
"Skye","jungler","Shatterglass","Reflex Block","Eve of Harvest","Crystal Bit","Travel Boots","Light Shield","1"
"Skye","jungler","Frostburn","Reflex Block","Sprint Boots","Piercing Shard","Crystal Bit","Crystal Bit","1"
"Skye","jungler","Frostburn","Broken Myth","Eve of Harvest","Sprint Boots","Reflex Block","Crystal Bit","1"
"Skye","jungler","Frostburn","Eve of Harvest","Sprint Boots","Light Shield","Heavy Prism","Reflex Block","1"
"Skye","jungler","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","1"
"Skye","jungler","Frostburn","Broken Myth","Travel Boots","Void Battery","Coat of Plates","Reflex Block","1"
"Skye","jungler","Frostburn","Heavy Prism","Travel Boots","Void Battery","Reflex Block","Crystal Bit","1"
"Skye","jungler","Frostburn","Shatterglass","Broken Myth","Halcyon Chargers","Eve of Harvest","Reflex Block","1"
"Skye","jungler","Frostburn","Reflex Block","Sprint Boots","Void Battery","Energy Battery","Piercing Shard","1"
"Skye","jungler","Frostburn","Sprint Boots","Eve of Harvest","Broken Myth","Aegis","Aegis","1"
"Skye","jungler","Frostburn","Broken Myth","Travel Boots","Eve of Harvest","Reflex Block","Coat of Plates","1"
"Skye","jungler","Frostburn","Void Battery","Travel Boots","Reflex Block","Heavy Prism","Piercing Shard","1"
"Skye","jungler","Frostburn","Void Battery","Broken Myth","Sprint Boots","Heavy Prism","Heavy Prism","1"
"Skye","jungler","Frostburn","Broken Myth","Sprint Boots","Heavy Prism","Halcyon Potion","Void Battery","1"
"Skye","jungler","Frostburn","Metal Jacket","Travel Boots","Energy Battery","Piercing Shard","Heavy Prism","1"
"Skye","jungler","Frostburn","Eve of Harvest","Sprint Boots","Broken Myth","Halcyon Potion","Halcyon Potion","1"
"Skye","jungler","Frostburn","Aegis","Eve of Harvest","Halcyon Chargers","Broken Myth","Metal Jacket","1"
"Skye","jungler","Frostburn","Eve of Harvest","Sprint Boots","Crystal Bit","Crystal Bit","Reflex Block","1"
"Skye","jungler","Shatterglass","Broken Myth","Travel Boots","Coat of Plates","Reflex Block","Void Battery","1"
"Skye","jungler","Sorrowblade","Blazing Salvo","Sprint Boots","Piercing Spear","Flare","Reflex Block","1"
"Skye","jungler","Frostburn","Reflex Block","Heavy Prism","Sprint Boots","Energy Battery","Piercing Shard","1"
"Skye","jungler","Frostburn","Void Battery","Sprint Boots","Broken Myth","Light Shield","Reflex Block","1"
"Skye","jungler","Aegis","Frostburn","Travel Boots","Broken Myth","Eve of Harvest","Coat of Plates","1"
"Skye","jungler","Frostburn","Halcyon Chargers","Eve of Harvest","Broken Myth","Kinetic Shield","Reflex Block","1"
"Skye","jungler","Frostburn","Light Shield","Eve of Harvest","Sprint Boots","Heavy Prism","Piercing Shard","1"
"Skye","jungler","Shatterglass","Broken Myth","Travel Boots","Eve of Harvest","Energy Battery","Halcyon Potion","1"
"Skye","jungler","Frostburn","Travel Boots","Void Battery","Broken Myth","Crystal Bit","Reflex Block","1"
"Skye","jungler","Frostburn","Broken Myth","Eve of Harvest","Travel Boots","Eclipse Prism","Heavy Prism","1"
"Skye","jungler","Frostburn","Void Battery","Broken Myth","Sprint Boots","Reflex Block","Heavy Prism","1"
"Skye","jungler","Travel Boots","Reflex Block","Broken Myth","Eve of Harvest","Light Shield","Frostburn","1"
"Skye","jungler","Eve of Harvest","Frostburn","Broken Myth","Travel Boots","Aegis","Kinetic Shield","1"
"Skye","jungler","Shatterglass","Broken Myth","Travel Boots","Void Battery","Heavy Prism","Energy Battery","1"
"Skye","jungler","Scout Trap","Scout Trap","Scout Trap","Scout Trap","Scout Trap","Scout Trap","1"
"Skye","jungler","Frostburn","Reflex Block","Travel Boots","Broken Myth","Void Battery","Eclipse Prism","1"
"Skye","jungler","Broken Myth","Reflex Block","Sprint Boots","Shatterglass","Eve of Harvest","Light Shield","1"
"Skye","jungler","Frostburn","Broken Myth","Heavy Prism","Travel Boots","Reflex Block","Energy Battery","1"
"Skye","jungler","Broken Myth","Eve of Harvest","Frostburn","Sprint Boots","Halcyon Potion","Halcyon Potion","1"
"Skye","jungler","Heavy Prism","Frostburn","Sprint Boots","Reflex Block","Void Battery","Piercing Shard","1"
"Skye","jungler","Frostburn","Reflex Block","Sprint Boots","Broken Myth","Eve of Harvest","Light Armor","1"
"Skye","jungler","Frostburn","Travel Boots","Reflex Block","Energy Battery","Broken Myth","Broken Myth","1"
"Skye","jungler","Frostburn","Eve of Harvest","Halcyon Chargers","Crystal Infusion","Broken Myth","Broken Myth","1"
"Skye","jungler","Frostburn","Reflex Block","Sprint Boots","Broken Myth","Eve of Harvest","Light Shield","1"
"Skye","jungler","Halcyon Chargers","Frostburn","Broken Myth","Eve of Harvest","Aegis","Light Armor","1"
"Skye","jungler","Frostburn","Broken Myth","Heavy Prism","Travel Boots","Reflex Block","Void Battery","1"
"Skye","jungler","Frostburn","Broken Myth","Eve of Harvest","Halcyon Chargers","Aegis","Coat of Plates","1"
"Skye","jungler","Sprint Boots","Frostburn","Broken Myth","Void Battery","Halcyon Potion","Halcyon Potion","1"
"Skye","jungler","Frostburn","Energy Battery","Reflex Block","Travel Boots","Broken Myth","Kinetic Shield","1"
"Skye","jungler","Reflex Block","Shatterglass","Kinetic Shield","Travel Boots","Broken Myth","Halcyon Potion","1"
"Skye","jungler","Frostburn","Travel Boots","Broken Myth","Eve of Harvest","Light Shield","Coat of Plates","1"
"Skye","jungler","Halcyon Chargers","Frostburn","Broken Myth","Light Shield","Eve of Harvest","Crystal Bit","1"
"Skye","jungler","Eve of Harvest","Frostburn","Broken Myth","Halcyon Chargers","Aegis","Heavy Prism","1"
"Skye","jungler","Travel Boots","Frostburn","Broken Myth","Eve of Harvest","Eve of Harvest","Eve of Harvest","1"
"Skye","jungler","Frostburn","Broken Myth","Void Battery","Travel Boots","Crystal Bit","Crystal Bit","1"
"Skye","jungler","Frostburn","Broken Myth","Halcyon Chargers","Light Armor","Eve of Harvest","Reflex Block","1"
"Skye","jungler","Piercing Shard","Heavy Prism","Heavy Prism","Heavy Prism","Heavy Prism","Heavy Prism","1"
"Skye","jungler","Frostburn","Broken Myth","Halcyon Chargers","Aegis","Eve of Harvest","Coat of Plates","1"
"Skye","jungler","Frostburn","Halcyon Chargers","Eve of Harvest","Broken Myth","Aegis","Shatterglass","1"
"Skye","jungler","Frostburn","Aegis","Journey Boots","Broken Myth","Eve of Harvest","Crystal Bit","1"
"Skye","jungler","Frostburn","Broken Myth","Halcyon Chargers","Eclipse Prism","Heavy Prism","Kinetic Shield","1"
"Skye","jungler","Frostburn","Broken Myth","Travel Boots","Eve of Harvest","Aegis","Void Battery","1"
"Skye","jungler","Frostburn","Broken Myth","Eve of Harvest","Travel Boots","Coat of Plates","Reflex Block","1"
"Skye","jungler","Shatterglass","Eve of Harvest","Travel Boots","Broken Myth","Clockwork","Clockwork","1"
"Skye","jungler","Frostburn","Travel Boots","Broken Myth","Aegis","Light Armor","Light Armor","1"
"Skye","jungler","Frostburn","Halcyon Chargers","Eve of Harvest","Broken Myth","Aegis","Heavy Prism","1"
"Skye","jungler","Broken Myth","Frostburn","Coat of Plates","Eve of Harvest","Halcyon Chargers","Aegis","1"
"Skye","jungler","Sprint Boots","Light Armor","Shatterglass","Crystal Bit","Frostburn","Crystal Bit","1"
"Skye","jungler","Frostburn","Energy Battery","Sprint Boots","Aegis","Broken Myth","Light Armor","1"
"Skye","jungler","Sprint Boots","Frostburn","Eve of Harvest","Broken Myth","Aegis","Aegis","1"
"Skye","jungler","Frostburn","Travel Boots","Eve of Harvest","Aegis","Piercing Shard","Crystal Bit","1"
"Skye","jungler","Eve of Harvest","Frostburn","Halcyon Chargers","Aegis","Broken Myth","Broken Myth","1"
"Phinn","jungler","Shatterglass","Halcyon Chargers","Fountain of Renewal","Halcyon Potion","Crucible","Clockwork","1"
"Phinn","jungler","Stormcrown","Travel Boots","Contraption","Nullwave Gauntlet","Fountain of Renewal","Fountain of Renewal","1"
"Phinn","jungler","Stormcrown","War Treads","Metal Jacket","Slumbering Husk","Fountain of Renewal","Aegis","1"
"Phinn","jungler","War Treads","Stormcrown","Crucible","Fountain of Renewal","Void Battery","Light Armor","1"
"Phinn","jungler","Fountain of Renewal","Stormcrown","Crucible","War Treads","Clockwork","Scout Trap","1"
"Phinn","jungler","Fountain of Renewal","Stormcrown","War Treads","Chronograph","Crucible","Void Battery","1"
"Phinn","jungler","Stormcrown","Fountain of Renewal","War Treads","Clockwork","Crucible","Light Armor","1"
"Phinn","jungler","Metal Jacket","Halcyon Chargers","Fountain of Renewal","Aftershock","Stormcrown","Broken Myth","1"
"Phinn","jungler","Fountain of Renewal","Light Armor","Travel Boots","Travel Boots","Travel Boots","Travel Boots","1"
"Phinn","jungler","Crucible","Halcyon Chargers","Aegis","Broken Myth","Fountain of Renewal","Atlas Pauldron","1"
"Phinn","jungler","Fountain of Renewal","Metal Jacket","Atlas Pauldron","Travel Boots","Fountain of Renewal","Metal Jacket","1"
"Phinn","jungler","Fountain of Renewal","Crucible","Coat of Plates","War Treads","Light Shield","Flare Gun","1"
"Phinn","jungler","Shatterglass","Fountain of Renewal","Atlas Pauldron","Aftershock","Journey Boots","Aegis","1"
"Phinn","jungler","Crucible","Fountain of Renewal","Stormcrown","War Treads","Clockwork","Metal Jacket","1"
"Phinn","jungler","Travel Boots","Ironguard Contract","Fountain of Renewal","Stormguard Banner","Blazing Salvo","Eclipse Prism","1"
"Phinn","jungler","Stormcrown","Fountain of Renewal","Journey Boots","Contraption","Void Battery","Kinetic Shield","1"
"Phinn","jungler","War Treads","Fountain of Renewal","Stormcrown","Void Battery","Chronograph","Crucible","1"
"Phinn","jungler","Eve of Harvest","Clockwork","War Treads","Shatterglass","Shatterglass","Shatterglass","1"
"Phinn","jungler","Fountain of Renewal","War Treads","Crucible","Nullwave Gauntlet","Atlas Pauldron","Chronograph","1"
"Phinn","jungler","Crucible","Fountain of Renewal","Metal Jacket","War Treads","Stormcrown","Kinetic Shield","1"
"Phinn","jungler","Fountain of Renewal","Travel Boots","Clockwork","Contraption","Crucible","Heavy Prism","1"
"Phinn","jungler","War Treads","Shatterglass","Stormcrown","Atlas Pauldron","Echo","Chronograph","1"
"Phinn","jungler","Travel Boots","Ironguard Contract","Shatterglass","Echo","Kinetic Shield","Light Armor","1"
"Phinn","jungler","Travel Boots","Coat of Plates","Shatterglass","Echo","Aegis","Light Armor","1"
"Phinn","jungler","Travel Boots","Light Armor","Shatterglass","Void Battery","Light Shield","Light Shield","1"
"Blackfeather","jungler","Alternating Current","Sprint Boots","Atlas Pauldron","Heavy Prism","Crystal Bit","Crystal Bit","1"
"Blackfeather","jungler","Shatterglass","Travel Boots","Broken Myth","Stormcrown","Coat of Plates","Reflex Block","1"
"Blackfeather","jungler","Alternating Current","Reflex Block","Frostburn","Piercing Shard","Travel Boots","Heavy Prism","1"
"Blackfeather","jungler","Tyrant's Monocle","Serpent Mask","Fountain of Renewal","Tyrant's Monocle","Blazing Salvo","Travel Boots","1"
"Blackfeather","jungler","Serpent Mask","Sprint Boots","Blazing Salvo","Lucky Strike","Lucky Strike","Lucky Strike","1"
"Blackfeather","jungler","Travel Boots","Heavy Prism","Piercing Shard","Piercing Shard","Piercing Shard","Piercing Shard","1"
"Blackfeather","jungler","Alternating Current","Crystal Bit","Sprint Boots","Halcyon Potion","Halcyon Potion","Halcyon Potion","1"
"Blackfeather","jungler","Serpent Mask","Breaking Point","Atlas Pauldron","Reflex Block","Sprint Boots","Sprint Boots","1"
"Blackfeather","jungler","Broken Myth","Alternating Current","Travel Boots","Aegis","Shatterglass","Aftershock","1"
"Blackfeather","jungler","Broken Myth","Journey Boots","Coat of Plates","Shatterglass","Eve of Harvest","Kinetic Shield","1"
"Blackfeather","jungler","Serpent Mask","Travel Boots","Lucky Strike","Tornado Trigger","Coat of Plates","Kinetic Shield","1"
"Blackfeather","jungler","Shatterglass","Fountain of Renewal","Travel Boots","Broken Myth","Slumbering Husk","Crystal Bit","1"
"Blackfeather","jungler","Lucky Strike","Aegis","Halcyon Chargers","Slumbering Husk","Broken Myth","Heavy Prism","1"
"Blackfeather","jungler","Serpent Mask","Tornado Trigger","Bonesaw","Travel Boots","Coat of Plates","Coat of Plates","1"
"Blackfeather","jungler","Halcyon Chargers","Eve of Harvest","Shatterglass","Aftershock","Aegis","Piercing Shard","1"
"Blackfeather","jungler","Shatterglass","Broken Myth","Light Armor","Travel Boots","Aegis","Hourglass","1"
"Blackfeather","jungler","Alternating Current","Aegis","Travel Boots","Broken Myth","Eclipse Prism","Heavy Prism","1"
"Blackfeather","jungler","Serpent Mask","Bonesaw","Travel Boots","Tyrant's Monocle","Dragonheart","Dragonheart","1"
"Blackfeather","jungler","Serpent Mask","Slumbering Husk","Tornado Trigger","War Treads","Stormcrown","Sorrowblade","1"
"Blackfeather","jungler","Serpent Mask","Bonesaw","Tension Bow","Sprint Boots","Aegis","Aegis","1"
"Blackfeather","jungler","Serpent Mask","Coat of Plates","Travel Boots","Tornado Trigger","Aegis","Tyrant's Monocle","1"
"Blackfeather","jungler","Serpent Mask","Metal Jacket","Sprint Boots","Tornado Trigger","Lucky Strike","Aegis","1"
"Blackfeather","jungler","Serpent Mask","Tornado Trigger","Journey Boots","Metal Jacket","Tyrant's Monocle","Aegis","1"
"Blackfeather","jungler","Tornado Trigger","Serpent Mask","Journey Boots","Metal Jacket","Tyrant's Monocle","Aegis","1"
"Blackfeather","jungler","Aegis","Serpent Mask","Travel Boots","Tornado Trigger","Metal Jacket","Lucky Strike","1"
"Blackfeather","jungler","Serpent Mask","Sprint Boots","Blazing Salvo","Lucky Strike","Kinetic Shield","Kinetic Shield","1"
"Blackfeather","jungler","Serpent Mask","Travel Boots","Tornado Trigger","Coat of Plates","Kinetic Shield","Tyrant's Monocle","1"
"Blackfeather","jungler","Travel Boots","Metal Jacket","Serpent Mask","Tyrant's Monocle","Tornado Trigger","Kinetic Shield","1"
"Blackfeather","jungler","Book of Eulogies","Sprint Boots","Heavy Steel","Blazing Salvo","Lucky Strike","Light Shield","1"
"Blackfeather","jungler","Travel Boots","Serpent Mask","Tyrant's Monocle","Tornado Trigger","Kinetic Shield","Coat of Plates","1"
"Blackfeather","jungler","Serpent Mask","Travel Boots","Aegis","Tornado Trigger","Tyrant's Monocle","Coat of Plates","1"
"Blackfeather","jungler","Serpent Mask","Sprint Boots","Lucky Strike","Tornado Trigger","Kinetic Shield","Metal Jacket","1"
"Blackfeather","jungler","Serpent Mask","Journey Boots","Tyrant's Monocle","Tornado Trigger","Aegis","Metal Jacket","1"
"Blackfeather","jungler","Shatterglass","Aegis","Stormcrown","Halcyon Chargers","Blazing Salvo","Heavy Prism","1"
"Blackfeather","jungler","Serpent Mask","Journey Boots","Tyrant's Monocle","Metal Jacket","Tornado Trigger","Kinetic Shield","1"
"Blackfeather","jungler","Serpent Mask","Sprint Boots","Coat of Plates","Tornado Trigger","Tyrant's Monocle","Kinetic Shield","1"
"Blackfeather","jungler","Serpent Mask","Sprint Boots","Tornado Trigger","Lucky Strike","Kinetic Shield","Coat of Plates","1"
"Blackfeather","jungler","Serpent Mask","Sprint Boots","Tornado Trigger","Lucky Strike","Coat of Plates","Coat of Plates","1"
"Blackfeather","jungler","Serpent Mask","Journey Boots","Metal Jacket","Tornado Trigger","Tyrant's Monocle","Kinetic Shield","1"
"Blackfeather","jungler","Serpent Mask","Travel Boots","Tyrant's Monocle","Tornado Trigger","Metal Jacket","Kinetic Shield","1"
"Blackfeather","jungler","Serpent Mask","Sprint Boots","Kinetic Shield","Tornado Trigger","Lucky Strike","Coat of Plates","1"
"Blackfeather","jungler","Broken Myth","Shatterglass","Stormcrown","Energy Battery","Travel Boots","Aegis","1"
"Blackfeather","jungler","Journey Boots","Serpent Mask","Breaking Point","Fountain of Renewal","Aegis","Kinetic Shield","1"
"Blackfeather","jungler","Metal Jacket","Serpent Mask","Travel Boots","Aegis","Breaking Point","Halcyon Potion","1"
"Blackfeather","jungler","Aegis","Metal Jacket","Travel Boots","Alternating Current","Chronograph","Eclipse Prism","1"
"Blackfeather","jungler","Travel Boots","Sorrowblade","Reflex Block","Serpent Mask","Tyrant's Monocle","Tension Bow","1"
"Blackfeather","jungler","Aegis","Alternating Current","Travel Boots","Broken Myth","Shatterglass","Light Armor","1"
"Blackfeather","jungler","Breaking Point","Serpent Mask","Aegis","Sprint Boots","Metal Jacket","Metal Jacket","1"
"Blackfeather","jungler","Serpent Mask","Poisoned Shiv","Aegis","Journey Boots","Atlas Pauldron","Reflex Block","1"
"Blackfeather","jungler","Journey Boots","Serpent Mask","Breaking Point","Atlas Pauldron","Tyrant's Monocle","Bonesaw","1"
"Blackfeather","jungler","Shatterglass","Alternating Current","Journey Boots","Metal Jacket","Slumbering Husk","Kinetic Shield","1"
"Blackfeather","jungler","Shatterglass","Aegis","War Treads","Broken Myth","Piercing Shard","Atlas Pauldron","1"
"Blackfeather","jungler","Serpent Mask","Breaking Point","Sprint Boots","Aegis","Metal Jacket","Tornado Trigger","1"
"Blackfeather","jungler","Alternating Current","Slumbering Husk","Travel Boots","Broken Myth","Aegis","Aegis","1"
"Blackfeather","jungler","Shatterglass","Aftershock","Aegis","Travel Boots","Broken Myth","Broken Myth","1"
"Blackfeather","jungler","Alternating Current","Heavy Prism","War Treads","Aegis","Broken Myth","Atlas Pauldron","1"
"Blackfeather","jungler","Alternating Current","Aegis","Sprint Boots","Crystal Bit","Coat of Plates","Piercing Shard","1"
"Blackfeather","jungler","Sprint Boots","Alternating Current","Slumbering Husk","Broken Myth","Light Shield","Oakheart","1"
"Blackfeather","jungler","Serpent Mask","Atlas Pauldron","Breaking Point","Travel Boots","Piercing Spear","Blazing Salvo","1"
"Blackfeather","jungler","Alternating Current","Aegis","Crystal Bit","War Treads","Broken Myth","Crystal Bit","1"
"Blackfeather","jungler","Alternating Current","Aegis","Broken Myth","Travel Boots","Coat of Plates","Slumbering Husk","1"
"Blackfeather","jungler","Shatterglass","Aegis","Sprint Boots","Broken Myth","Metal Jacket","Chronograph","1"
"Blackfeather","jungler","Lucky Strike","Stormcrown","Travel Boots","Fountain of Renewal","Energy Battery","Aftershock","1"
"Blackfeather","jungler","Barbed Needle","Sorrowblade","Kinetic Shield","Tornado Trigger","Sprint Boots","Sprint Boots","1"
"Blackfeather","jungler","Serpent Mask","Breaking Point","Bonesaw","Sorrowblade","Kinetic Shield","Dragonheart","1"
"Blackfeather","jungler","Breaking Point","Serpent Mask","Travel Boots","Coat of Plates","Chronograph","Fountain of Renewal","1"
"Blackfeather","jungler","Serpent Mask","Breaking Point","Journey Boots","Aegis","Poisoned Shiv","Tyrant's Monocle","1"
"Blackfeather","jungler","Breaking Point","Serpent Mask","Travel Boots","Reflex Block","Light Armor","Kinetic Shield","1"
"Blackfeather","jungler","Shatterglass","Alternating Current","Travel Boots","Aegis","Heavy Prism","Piercing Shard","1"
"Blackfeather","jungler","Alternating Current","Broken Myth","Aegis","Travel Boots","Heavy Prism","Eclipse Prism","1"
"Blackfeather","jungler","Broken Myth","Alternating Current","Shatterglass","War Treads","Slumbering Husk","Metal Jacket","1"
"Blackfeather","jungler","Aegis","Frostburn","Broken Myth","Travel Boots","Aftershock","Heavy Prism","1"
"Blackfeather","jungler","Serpent Mask","Aegis","Sprint Boots","Sprint Boots","Sprint Boots","Sprint Boots","1"
"Blackfeather","jungler","Blazing Salvo","Shatterglass","Travel Boots","Crucible","Broken Myth","Aftershock","1"
"Blackfeather","jungler","Aftershock","Broken Myth","Frostburn","Shatterglass","Aegis","Shatterglass","1"
