"Glaive","carry","Stormcrown","War Treads","Crucible","1"
"Glaive","carry","Light Armor","Alternating Current","Halcyon Chargers","1"
"Glaive","carry","Tornado Trigger","Tyrant's Monocle","Heavy Steel","1"
"Glaive","carry","Tension Bow","Poisoned Shiv","Travel Boots","1"
"Glaive","carry","Tornado Trigger","Chronograph","Halcyon Chargers","1"
"Glaive","carry","Stormcrown","Halcyon Chargers","Crucible","1"
"Glaive","carry","Poisoned Shiv","Tornado Trigger","Atlas Pauldron","1"
"Glaive","carry","Travel Boots","Metal Jacket","Breaking Point","1"
"Glaive","carry","Tyrant's Monocle","Sorrowblade","Light Armor","1"
"Glaive","carry","Sorrowblade","Journey Boots","Aegis","1"
"Glaive","carry","Sorrowblade","Poisoned Shiv","Reflex Block","1"
"Glaive","carry","Sorrowblade","Tornado Trigger","Aegis","1"
"Glaive","carry","Sorrowblade","Poisoned Shiv","Metal Jacket","1"
"Glaive","carry","Serpent Mask","Coat of Plates","Breaking Point","1"
"Glaive","carry","Book of Eulogies","Light Armor","Sprint Boots","1"
"Glaive","carry","Serpent Mask","Halcyon Chargers","Breaking Point","1"
"Glaive","carry","Serpent Mask","Halcyon Chargers","Aegis","1"
"Glaive","carry","Serpent Mask","Breaking Point","Travel Boots","1"
"Glaive","carry","Tyrant's Monocle","Sorrowblade","Travel Boots","1"
"Glaive","carry","Halcyon Chargers","Serpent Mask","Lucky Strike","1"
"Glaive","carry","Halcyon Chargers","Serpent Mask","Tornado Trigger","1"
"Glaive","carry","Halcyon Chargers","Serpent Mask","Aegis","1"
"Glaive","carry","Halcyon Chargers","Serpent Mask","Tyrant's Monocle","1"
"Glaive","carry","Serpent Mask","Light Armor","Reflex Block","1"
"Glaive","carry","Serpent Mask","Breaking Point","Journey Boots","1"
"Glaive","carry","Book of Eulogies","Blazing Salvo","Travel Boots","1"
"Glaive","carry","Serpent Mask","Tornado Trigger","Halcyon Chargers","1"
"Glaive","carry","Halcyon Chargers","Serpent Mask","Metal Jacket","1"
"Glaive","carry","Sorrowblade","Kinetic Shield","Journey Boots","1"
"Glaive","carry","Halcyon Chargers","Poisoned Shiv","Tornado Trigger","1"
"Glaive","carry","Halcyon Chargers","Aegis","Sorrowblade","1"
"Glaive","carry","Serpent Mask","Light Armor","Travel Boots","1"
"Glaive","carry","Light Armor","Poisoned Shiv","Halcyon Chargers","1"
"Glaive","carry","Poisoned Shiv","Light Armor","Halcyon Chargers","1"
"Glaive","carry","Poisoned Shiv","Atlas Pauldron","Sorrowblade","1"
"Glaive","carry","Coat of Plates","Sorrowblade","Halcyon Chargers","1"
"Glaive","carry","Coat of Plates","Sorrowblade","Travel Boots","1"
"Glaive","carry","Poisoned Shiv","Coat of Plates","Halcyon Chargers","1"
"Glaive","carry","Book of Eulogies","Sorrowblade","Sprint Boots","1"
"Glaive","carry","Journey Boots","Shiversteel","Sorrowblade","1"
"Glaive","carry","Aegis","Light Armor","Halcyon Chargers","1"
"Glaive","carry","Poisoned Shiv","Metal Jacket","Halcyon Chargers","1"
"Glaive","carry","Journey Boots","Shiversteel","Serpent Mask","1"
"Glaive","carry","Poisoned Shiv","Sorrowblade","Halcyon Chargers","1"
"Glaive","carry","Travel Boots","Reflex Block","Kinetic Shield","1"
"Glaive","carry","Poisoned Shiv","Aegis","Breaking Point","1"
"Glaive","carry","Halcyon Chargers","Tornado Trigger","Sorrowblade","1"
"Glaive","carry","Travel Boots","Poisoned Shiv","Sorrowblade","1"
"Glaive","carry","Sorrowblade","Tyrant's Monocle","Tornado Trigger","1"
"Glaive","carry","Sprint Boots","Bonesaw","Sorrowblade","1"
"Glaive","carry","Lucky Strike","Poisoned Shiv","Coat of Plates","1"
"Glaive","carry","Sorrowblade","Reflex Block","Travel Boots","1"
"Glaive","carry","Poisoned Shiv","Aegis","Lucky Strike","1"
"Glaive","carry","Sorrowblade","Journey Boots","Coat of Plates","1"
"Glaive","carry","Sorrowblade","Poisoned Shiv","Atlas Pauldron","1"
"Glaive","carry","Sorrowblade","Tyrant's Monocle","Halcyon Chargers","1"
"Glaive","carry","Halcyon Chargers","Poisoned Shiv","Metal Jacket","1"
"Glaive","carry","Sorrowblade","Poisoned Shiv","Coat of Plates","1"
"Glaive","carry","Tension Bow","Poisoned Shiv","Coat of Plates","1"
"Glaive","carry","Poisoned Shiv","Travel Boots","Atlas Pauldron","1"
"Glaive","carry","Sorrowblade","Tornado Trigger","Bonesaw","1"
"Petal","carry","Shatterglass","Slumbering Husk","Shatterglass","1"
"Petal","carry","Tornado Trigger","Sprint Boots","Sorrowblade","1"
"Petal","carry","Frostburn","Aegis","Sprint Boots","1"
"Petal","carry","Lucky Strike","Travel Boots","Aegis","1"
"Petal","carry","Eve of Harvest","Frostburn","Heavy Prism","1"
"Petal","carry","Shatterglass","Sprint Boots","Coat of Plates","1"
"Petal","carry","Halcyon Chargers","Frostburn","Light Shield","1"
"Petal","carry","Travel Boots","Shatterglass","Void Battery","1"
"Petal","carry","Halcyon Chargers","Frostburn","Kinetic Shield","1"
"Petal","carry","Frostburn","Broken Myth","Heavy Prism","1"
"Petal","carry","Shatterglass","Alternating Current","Void Battery","1"
"Petal","carry","Travel Boots","Sorrowblade","Halcyon Potion","1"
"Petal","carry","Alternating Current","Halcyon Chargers","Aegis","1"
"Petal","carry","Serpent Mask","Tornado Trigger","Six Sins","1"
"Petal","carry","Alternating Current","Journey Boots","Stormcrown","1"
"Petal","carry","Frostburn","Travel Boots","Alternating Current","1"
"Petal","carry","Sorrowblade","Tornado Trigger","Halcyon Chargers","1"
"Petal","carry","Eve of Harvest","Frostburn","Travel Boots","1"
"Petal","carry","Travel Boots","Eve of Harvest","Frostburn","1"
"Petal","carry","Frostburn","Eve of Harvest","Journey Boots","1"
"Petal","carry","Frostburn","Heavy Steel","Shatterglass","1"
"Petal","carry","Shatterglass","Travel Boots","Slumbering Husk","1"
"Petal","carry","Frostburn","Broken Myth","Journey Boots","1"
"Petal","carry","Eclipse Prism","Tornado Trigger","Tornado Trigger","1"
"Petal","carry","Lucky Strike","Travel Boots","Reflex Block","1"
"Petal","carry","Lucky Strike","Journey Boots","Reflex Block","1"
"Petal","carry","Lucky Strike","Crucible","Halcyon Chargers","1"
"Petal","carry","Serpent Mask","Tornado Trigger","Bonesaw","1"
"Petal","carry","Frostburn","Eve of Harvest","Sprint Boots","1"
"Petal","carry","Alternating Current","Void Battery","Travel Boots","1"
"Petal","carry","Frostburn","Alternating Current","War Treads","1"
"Petal","carry","Eve of Harvest","Frostburn","Halcyon Potion","1"
"Petal","carry",NULL,NULL,NULL,"1"
"Petal","carry","Heavy Prism","Travel Boots","Frostburn","1"
"Petal","carry","War Treads","Frostburn","Void Battery","1"
"Petal","carry","Aftershock","Aegis","Halcyon Chargers","1"
"Petal","carry","Clockwork","Alternating Current","Broken Myth","1"
"Petal","carry","Sorrowblade","Sprint Boots","Tyrant's Monocle","1"
"Petal","carry","Travel Boots","Frostburn","Energy Battery","1"
"Petal","carry","Aegis","Shatterglass","Broken Myth","1"
"Petal","carry","Frostburn","Travel Boots","Atlas Pauldron","1"
"Petal","carry","Shatterglass","Slumbering Husk","Journey Boots","1"
"Petal","carry","Alternating Current","Broken Myth","Clockwork","1"
"Petal","carry","Travel Boots","Frostburn","Coat of Plates","1"
"Petal","carry","Broken Myth","Energy Battery","Travel Boots","1"
"Petal","carry","Frostburn","Energy Battery","Travel Boots","1"
"Petal","carry","Shatterglass","Contraption","Void Battery","1"
"Petal","carry","Frostburn","Halcyon Chargers","Fountain of Renewal","1"
"Petal","carry","Frostburn","Energy Battery","Sprint Boots","1"
"Petal","carry","Journey Boots","Sorrowblade","Tornado Trigger","1"
"Petal","carry","Travel Boots","Sorrowblade","Tornado Trigger","1"
"Petal","carry","Travel Boots","Energy Battery","Frostburn","1"
"Petal","carry","Broken Myth","Halcyon Chargers","Chronograph","1"
"Petal","carry","Alternating Current","Metal Jacket","Void Battery","1"
"Petal","carry","Sorrowblade","Tornado Trigger","Reflex Block","1"
"Petal","carry","Frostburn","Halcyon Chargers","Aegis","1"
"Petal","carry","Frostburn","Reflex Block","Broken Myth","1"
"Petal","carry","Frostburn","Aegis","Halcyon Chargers","1"
"Petal","carry","Frostburn","Travel Boots","Stormcrown","1"
"Petal","carry","Eve of Harvest","Heavy Prism","Broken Myth","1"
"Petal","carry","Shatterglass","Stormcrown","Travel Boots","1"
"Petal","carry","Frostburn","Energy Battery","Reflex Block","1"
"Petal","carry","Stormcrown","Alternating Current","Halcyon Chargers","1"
"Petal","carry","Frostburn","Halcyon Chargers","Light Shield","1"
"Petal","carry","Shatterglass","Slumbering Husk","Halcyon Chargers","1"
"Petal","carry","Frostburn","Halcyon Chargers","Reflex Block","1"
"Petal","carry","Travel Boots","Sorrowblade","Reflex Block","1"
"Petal","carry","Frostburn","Halcyon Chargers","Kinetic Shield","1"
"Petal","carry","Shatterglass","Halcyon Chargers","Stormcrown","1"
"Petal","carry","Frostburn","Halcyon Chargers","Shatterglass","1"
"Petal","carry","Frostburn","Halcyon Chargers","Eclipse Prism","1"
"Petal","carry","Frostburn","Halcyon Chargers","Broken Myth","1"
"Petal","carry","Alternating Current","Crystal Bit","Travel Boots","1"
"Petal","carry","Shatterglass","Halcyon Chargers","Heavy Prism","1"
"Petal","carry","Alternating Current","Dragonheart","Travel Boots","1"
"Petal","carry","Sorrowblade","Poisoned Shiv","Travel Boots","1"
"Petal","carry","Frostburn","Halcyon Chargers","Slumbering Husk","1"
"Petal","carry","Halcyon Chargers","Kinetic Shield","Halcyon Potion","1"
"Petal","carry","Frostburn","Alternating Current","Shatterglass","1"
"Petal","carry","Frostburn","Slumbering Husk","Metal Jacket","1"
"Petal","carry","Alternating Current","Eclipse Prism","Travel Boots","1"
"Petal","carry","Frostburn","Alternating Current","Travel Boots","1"
"Petal","carry","Alternating Current","Eve of Harvest","Sprint Boots","1"
"Petal","carry","Alternating Current","Heavy Prism","Stormcrown","1"
"Petal","carry","Frostburn","Stormcrown","Sprint Boots","1"
"Petal","carry","Heavy Prism","Stormcrown","Travel Boots","1"
"Petal","carry","Broken Myth","Halcyon Chargers","Halcyon Potion","1"
"Petal","carry","Piercing Shard","Alternating Current","Travel Boots","1"
"Petal","carry","Halcyon Chargers","Shatterglass","Shatterglass","1"
"Petal","carry","Alternating Current","Fountain of Renewal","Barbed Needle","1"
"Petal","carry","Alternating Current","War Treads","Aegis","1"
"Petal","carry","Alternating Current","Halcyon Chargers","Stormcrown","1"
"Petal","carry","Aftershock","Halcyon Chargers","Alternating Current","1"
"Petal","carry","Sorrowblade","Travel Boots","Serpent Mask","1"
"Petal","carry","Lucky Strike","Travel Boots","Metal Jacket","1"
"Petal","carry","Eve of Harvest","Sorrowblade","Travel Boots","1"
"Petal","carry","Lucky Strike","Aftershock","Journey Boots","1"
"Petal","carry","Shatterglass","Frostburn","Eclipse Prism","1"
"Petal","carry","Shatterglass","Sprint Boots","Slumbering Husk","1"
"Petal","carry","Shatterglass","Travel Boots","Lucky Strike","1"
"Petal","carry","Breaking Point","Sorrowblade","Aegis","1"
"Petal","carry","Alternating Current","Sorrowblade","Eve of Harvest","1"
"Petal","carry","Frostburn","Shatterglass","War Treads","1"
"Petal","carry","Sorrowblade","Breaking Point","Tyrant's Monocle","1"
"SAW","carry","Shatterglass","Eve of Harvest","Halcyon Chargers","1"
"SAW","carry","Serpent Mask","Six Sins","Halcyon Potion","1"
"SAW","carry","Sorrowblade","Blazing Salvo","Metal Jacket","1"
"SAW","carry","Eve of Harvest","Shatterglass","Stormcrown","1"
"SAW","carry","Serpent Mask","War Treads","Tyrant's Monocle","1"
"SAW","carry","Serpent Mask","Kinetic Shield","Travel Boots","1"
"SAW","carry","Sorrowblade","Serpent Mask","Scout Trap","1"
"SAW","carry","Serpent Mask","Travel Boots","Bonesaw","1"
"SAW","carry","Serpent Mask","Sorrowblade","Slumbering Husk","1"
"Koshka","jungler","Broken Myth","Shatterglass","Slumbering Husk","1"
"Koshka","jungler","Lucky Strike","Travel Boots","Stormcrown","1"
"Koshka","jungler","Lucky Strike","Stormcrown","Halcyon Chargers","1"
"Koshka","jungler","Lucky Strike","Stormcrown","Travel Boots","1"
"Koshka","jungler","Shatterglass","Contraption","Travel Boots","1"
"Koshka","jungler","Travel Boots","Halcyon Potion","Aftershock","1"
"Koshka","jungler","Lucky Strike","Heavy Prism","Stormcrown","1"
"Koshka","jungler","Shatterglass","Lucky Strike","Halcyon Chargers","1"
"Koshka","jungler","Lucky Strike","Stormcrown","Lucky Strike","1"
"Koshka","jungler","Aftershock","Sprint Boots","Tension Bow","1"
"Koshka","jungler","Aftershock","Shatterglass","Lucky Strike","1"
"Koshka","jungler","Shatterglass","Broken Myth","Atlas Pauldron","1"
"Koshka","jungler","Halcyon Chargers","Chronograph","Shatterglass","1"
"Koshka","jungler","Aftershock","Piercing Shard","Light Armor","1"
"Koshka","jungler","Shatterglass","Journey Boots","Crucible","1"
"Koshka","jungler","Shatterglass","Aegis","Piercing Shard","1"
"Koshka","jungler","Aftershock","Alternating Current","Metal Jacket","1"
"Koshka","jungler","Aegis","Clockwork","Halcyon Chargers","1"
"Koshka","jungler","Aftershock","Halcyon Chargers","Slumbering Husk","1"
"Koshka","jungler","Halcyon Potion","Shatterglass","Halcyon Chargers","1"
"Koshka","jungler","Aftershock","Eve of Harvest","Halcyon Chargers","1"
"Koshka","jungler","Shatterglass","Aftershock","Clockwork","1"
"Koshka","jungler","Shatterglass","Void Battery","Light Shield","1"
"Koshka","jungler","Shatterglass","Clockwork","Sprint Boots","1"
"Koshka","jungler","Broken Myth","Aftershock","Atlas Pauldron","1"
"Koshka","jungler","Shatterglass","Aftershock","Sprint Boots","1"
"Koshka","jungler","Shatterglass","Atlas Pauldron","Sprint Boots","1"
"Koshka","jungler","Broken Myth","Aftershock","Heavy Prism","1"
"Koshka","jungler","Stormcrown","Shatterglass","Travel Boots","1"
"Koshka","jungler","Six Sins","Piercing Spear","Sprint Boots","1"
"Koshka","jungler","Sprint Boots","Broken Myth","Aftershock","1"
"Koshka","jungler","Shatterglass","Atlas Pauldron","Halcyon Chargers","1"
"Koshka","jungler","Aftershock","Piercing Shard","Journey Boots","1"
"Koshka","jungler","Broken Myth","Eclipse Prism","Aegis","1"
"Koshka","jungler","Shatterglass","Eve of Harvest","Kinetic Shield","1"
"Koshka","jungler","Shatterglass","Halcyon Chargers","Piercing Shard","1"
"Koshka","jungler","Shatterglass","Halcyon Chargers","Heavy Prism","1"
"Koshka","jungler","Frostburn","Reflex Block","Travel Boots","1"
"Koshka","jungler","Aftershock","Heavy Prism","Aegis","1"
"Koshka","jungler","Halcyon Chargers","Shatterglass","Eve of Harvest","1"
"Koshka","jungler","Sprint Boots","Shatterglass","Energy Battery","1"
"Koshka","jungler","Shatterglass","Eve of Harvest","War Treads","1"
"Koshka","jungler","Aftershock","Reflex Block","Sprint Boots","1"
"Koshka","jungler","Shatterglass","Hourglass","Crystal Bit","1"
"Koshka","jungler","Heavy Prism","Aftershock","Sprint Boots","1"
"Koshka","jungler","Shatterglass","Atlas Pauldron","Journey Boots","1"
"Koshka","jungler","Heavy Prism","Halcyon Chargers","Stormcrown","1"
"Koshka","jungler","Frostburn","Aegis","Coat of Plates","1"
"Koshka","jungler","Shatterglass","Chronograph","Reflex Block","1"
"Koshka","jungler","Shatterglass","Travel Boots","Piercing Shard","1"
"Koshka","jungler","Shatterglass","Journey Boots","Aegis","1"
"Koshka","jungler","Stormcrown","Travel Boots","Kinetic Shield","1"
"Koshka","jungler","Shatterglass","Aegis","Coat of Plates","1"
"Koshka","jungler","Eclipse Prism","Crystal Bit","Fountain of Renewal","1"
"Koshka","jungler","Shatterglass","Frostburn","Sprint Boots","1"
"Koshka","jungler","Sprint Boots","Shatterglass","Coat of Plates","1"
"Koshka","jungler","Heavy Prism","Aegis","Eclipse Prism","1"
"Koshka","jungler","Travel Boots","Broken Myth","Aftershock","1"
"Koshka","jungler","Shatterglass","Sprint Boots","Light Shield","1"
"Koshka","jungler","Poisoned Shiv","Broken Myth","Travel Boots","1"
"Koshka","jungler","Aftershock","Halcyon Chargers","Piercing Shard","1"
"Koshka","jungler","Halcyon Chargers","Broken Myth","Aftershock","1"
"Koshka","jungler","Aftershock","Piercing Shard","Coat of Plates","1"
"Koshka","jungler","Shatterglass","Aegis","Sprint Boots","1"
"Koshka","jungler","Shatterglass","Coat of Plates","Aegis","1"
"Koshka","jungler","Shatterglass","Kinetic Shield","Broken Myth","1"
"Koshka","jungler","Piercing Shard","Piercing Shard","Piercing Shard","1"
"Glaive","jungler","Travel Boots","Tornado Trigger","Tension Bow","1"
"Glaive","jungler","Crucible","Atlas Pauldron","Stormcrown","1"
"Glaive","jungler","Stormcrown","Weapon Blade","Weapon Blade","1"
"Glaive","jungler","Tension Bow","Travel Boots","Aftershock","1"
"Glaive","jungler","Stormguard Banner","Fountain of Renewal","Halcyon Chargers","1"
"Glaive","jungler","Stormcrown","Crucible","Halcyon Chargers","1"
"Glaive","jungler","Blazing Salvo","Stormcrown","Sprint Boots","1"
"Glaive","jungler","Tension Bow","Sorrowblade","Swift Shooter","1"
"Glaive","jungler","Travel Boots","Poisoned Shiv","Sorrowblade","1"
"Glaive","jungler","Tyrant's Monocle","Sorrowblade","Tornado Trigger","1"
"Glaive","jungler","Travel Boots","Sorrowblade","Bonesaw","1"
"Glaive","jungler","Aftershock","Travel Boots","Tornado Trigger","1"
"Glaive","jungler","Stormcrown","Aegis","Tension Bow","1"
"Glaive","jungler","Slumbering Husk","Tornado Trigger","Travel Boots","1"
"Glaive","jungler","Sorrowblade","Sorrowblade","Travel Boots","1"
"Glaive","jungler","Sorrowblade","Halcyon Chargers","Bonesaw","1"
"Glaive","jungler","Sorrowblade","Tyrant's Monocle","Halcyon Potion","1"
"Glaive","jungler","Ironguard Contract","Ironguard Contract","Ironguard Contract","1"
"Glaive","jungler","Tornado Trigger","Sprint Boots","Tornado Trigger","1"
"Glaive","jungler","Serpent Mask","Tornado Trigger","Kinetic Shield","1"
"Glaive","jungler","Travel Boots","Stormcrown","Fountain of Renewal","1"
"Glaive","jungler","Fountain of Renewal","Clockwork","War Treads","1"
"Glaive","jungler","Halcyon Chargers","Aftershock","Stormcrown","1"
"Glaive","jungler","Halcyon Chargers","Stormcrown","Chronograph","1"
"Glaive","jungler","Tension Bow","Aegis","Halcyon Chargers","1"
"Glaive","jungler","Travel Boots","Breaking Point","Kinetic Shield","1"
"Glaive","jungler","Sorrowblade","Travel Boots","Aegis","1"
"Glaive","jungler","Sorrowblade","Sprint Boots","Metal Jacket","1"
"Glaive","jungler","Tornado Trigger","Sprint Boots","Serpent Mask","1"
"Glaive","jungler","Metal Jacket","Stormcrown","War Treads","1"
"Glaive","jungler","Aftershock","Travel Boots","Stormcrown","1"
"Glaive","jungler","Aftershock","Stormcrown","Fountain of Renewal","1"
"Glaive","jungler","Tornado Trigger","Tyrant's Monocle","Breaking Point","1"
"Glaive","jungler","Stormcrown","Aegis","Travel Boots","1"
"Glaive","jungler","Sorrowblade","Breaking Point","Slumbering Husk","1"
"Glaive","jungler","Aegis","Tornado Trigger","Travel Boots","1"
"Glaive","jungler","Tornado Trigger","Tyrant's Monocle","Metal Jacket","1"
"Glaive","jungler","Aftershock","Stormcrown","Metal Jacket","1"
"Glaive","jungler","Sprint Boots","Broken Myth","Atlas Pauldron","1"
"Glaive","jungler","Journey Boots","Journey Boots","Journey Boots","1"
"Glaive","jungler","Heavy Steel","Book of Eulogies","Six Sins","1"
"Glaive","jungler","Sorrowblade","Tornado Trigger","Contraption","1"
"Glaive","jungler","Tension Bow","Stormcrown","Breaking Point","1"
"Glaive","jungler","Halcyon Chargers","Stormcrown","Coat of Plates","1"
"Glaive","jungler","Fountain of Renewal","Sprint Boots","Stormcrown","1"
"Glaive","jungler","Tension Bow","Stormcrown","Coat of Plates","1"
"Glaive","jungler","Fountain of Renewal","Tyrant's Monocle","Heavy Steel","1"
"Glaive","jungler","Tyrant's Monocle","Tornado Trigger","Six Sins","1"
"Glaive","jungler","Sprint Boots","Light Armor","Light Armor","1"
"Glaive","jungler","Breaking Point","Sorrowblade","Tornado Trigger","1"
"Glaive","jungler","Travel Boots","Tornado Trigger","Atlas Pauldron","1"
"Glaive","jungler","Breaking Point","Tyrant's Monocle","Halcyon Chargers","1"
"Glaive","jungler","Sorrowblade","Halcyon Chargers","Tyrant's Monocle","1"
"Glaive","jungler","Reflex Block","Six Sins","Halcyon Potion","1"
"Glaive","jungler","Fountain of Renewal","Tornado Trigger","Travel Boots","1"
"Glaive","jungler","Sorrowblade","Coat of Plates","Travel Boots","1"
"Glaive","jungler","Sorrowblade","Halcyon Chargers","Heavy Steel","1"
"Glaive","jungler","Breaking Point","Travel Boots","Metal Jacket","1"
"Glaive","jungler","Journey Boots","Tension Bow","Breaking Point","1"
"Glaive","jungler","Aftershock","Stormcrown","Sprint Boots","1"
"Glaive","jungler","Tension Bow","Heavy Steel","Blazing Salvo","1"
"Glaive","jungler","Tension Bow","Breaking Point","Metal Jacket","1"
"Glaive","jungler","Broken Myth","Stormcrown","Travel Boots","1"
"Glaive","jungler","Journey Boots","Sorrowblade","Blazing Salvo","1"
"Glaive","jungler","Tension Bow","Breaking Point","Coat of Plates","1"
"Glaive","jungler","Stormcrown","Aftershock","Sprint Boots","1"
"Glaive","jungler","Travel Boots","Breaking Point","Sorrowblade","1"
"Glaive","jungler","Coat of Plates","Stormcrown","Travel Boots","1"
"Glaive","jungler","Coat of Plates","Breaking Point","Tension Bow","1"
"Glaive","jungler","Breaking Point","Tension Bow","Journey Boots","1"
"Glaive","jungler","Breaking Point","Heavy Steel","Travel Boots","1"
"Glaive","jungler","Sorrowblade","Blazing Salvo","Piercing Spear","1"
"Glaive","jungler","Sorrowblade","Bonesaw","Tyrant's Monocle","1"
"Glaive","jungler","Sorrowblade","Bonesaw","Metal Jacket","1"
"Glaive","jungler","Sorrowblade","Breaking Point","Metal Jacket","1"
"Glaive","jungler","Sorrowblade","Bonesaw","Travel Boots","1"
"Glaive","jungler","Travel Boots","Blazing Salvo","Light Armor","1"
"Glaive","jungler","Breaking Point","Coat of Plates","Sorrowblade","1"
"Glaive","jungler","Tension Bow","Halcyon Chargers","Aegis","1"
"Glaive","jungler","Serpent Mask","Tornado Trigger","Metal Jacket","1"
"Glaive","jungler","Heavy Steel","Blazing Salvo","Tension Bow","1"
"Glaive","jungler","Sorrowblade","Blazing Salvo","Tension Bow","1"
"Glaive","jungler","Stormcrown","Reflex Block","Halcyon Chargers","1"
"Glaive","jungler","Sorrowblade","Bonesaw","Tension Bow","1"
"Glaive","jungler","Fountain of Renewal","Aftershock","Stormcrown","1"
"Glaive","jungler","Tension Bow","Tornado Trigger","War Treads","1"
"Glaive","jungler","Travel Boots","Tornado Trigger","Coat of Plates","1"
"Glaive","jungler","Metal Jacket","Breaking Point","Tension Bow","1"
"Glaive","jungler","Sorrowblade","Aegis","Breaking Point","1"
"Glaive","jungler","Tornado Trigger","Sorrowblade","Metal Jacket","1"
"Glaive","jungler","Tornado Trigger","Sorrowblade","Scout Trap","1"
"Glaive","jungler","Breaking Point","Tyrant's Monocle","Metal Jacket","1"
"Glaive","jungler","Tornado Trigger","Halcyon Chargers","Sorrowblade","1"
"Glaive","jungler","Stormcrown","Eve of Harvest","Alternating Current","1"
"Glaive","jungler","Tension Bow","Flare Gun","Travel Boots","1"
"Glaive","jungler","Clockwork","Stormcrown","Tension Bow","1"
"Glaive","jungler","Tyrant's Monocle","Breaking Point","Tension Bow","1"
"Glaive","jungler","Tyrant's Monocle","Breaking Point","Travel Boots","1"
"Glaive","jungler","Tornado Trigger","Tornado Trigger","Sorrowblade","1"
"Glaive","jungler","Sorrowblade","Travel Boots","Metal Jacket","1"
"Glaive","jungler","Poisoned Shiv","Sorrowblade","War Treads","1"
"Glaive","jungler","Sorrowblade","Tension Bow","Tornado Trigger","1"
"Glaive","jungler","Tension Bow","Aftershock","Travel Boots","1"
"Glaive","jungler","Halcyon Potion","Sorrowblade","Halcyon Chargers","1"
"Glaive","jungler","Sorrowblade","Travel Boots","Serpent Mask","1"
"Glaive","jungler","Sorrowblade","Serpent Mask","Tyrant's Monocle","1"
"Glaive","jungler","Travel Boots","Fountain of Renewal","Stormcrown","1"
"Glaive","jungler","Stormcrown","Shatterglass","Halcyon Chargers","1"
"Glaive","jungler","Tornado Trigger","Tension Bow","Travel Boots","1"
"Glaive","jungler","Stormcrown","Aftershock","Swift Shooter","1"
"Glaive","jungler","Sprint Boots","Fountain of Renewal","Blazing Salvo","1"
"Glaive","jungler","Crystal Infusion","Crystal Infusion","Weapon Infusion","1"
"Glaive","jungler","Fountain of Renewal","Halcyon Chargers","Stormcrown","1"
"Glaive","jungler","Aftershock","Metal Jacket","Stormcrown","1"
"Glaive","jungler","Stormcrown","Tornado Trigger","Travel Boots","1"
"Glaive","jungler","Tension Bow","Metal Jacket","Travel Boots","1"
"Glaive","jungler","Travel Boots","Metal Jacket","Stormcrown","1"
"Glaive","jungler","Sprint Boots","Heavy Steel","Blazing Salvo","1"
"Glaive","jungler","Tornado Trigger","Breaking Point","Halcyon Chargers","1"
"Glaive","jungler","Serpent Mask","Travel Boots","Sorrowblade","1"
"Glaive","jungler","Serpent Mask","Tornado Trigger","Travel Boots","1"
"Glaive","jungler","Tornado Trigger","Heavy Steel","Travel Boots","1"
"Glaive","jungler","Halcyon Chargers","Breaking Point","Tornado Trigger","1"
"Glaive","jungler","Stormcrown","Slumbering Husk","Coat of Plates","1"
"Glaive","jungler","Tension Bow","Fountain of Renewal","Stormcrown","1"
"Glaive","jungler","Tornado Trigger","Travel Boots","Tornado Trigger","1"
"Glaive","jungler","Sorrowblade","Bonesaw","Sprint Boots","1"
"Glaive","jungler","Serpent Mask","Alternating Current","Halcyon Chargers","1"
"Glaive","jungler","Breaking Point","Halcyon Chargers","Metal Jacket","1"
"Glaive","jungler","Coat of Plates","Tornado Trigger","Travel Boots","1"
"Glaive","jungler","Tension Bow","Journey Boots","Stormcrown","1"
"Glaive","jungler","Breaking Point","Sorrowblade","Sprint Boots","1"
"Glaive","jungler","Aegis","Coat of Plates","Travel Boots","1"
"Glaive","jungler","Tornado Trigger","Aegis","Sorrowblade","1"
"Glaive","jungler","Sorrowblade","Sprint Boots","Reflex Block","1"
"Glaive","jungler","Stormcrown","Halcyon Chargers","Oakheart","1"
"Glaive","jungler","Metal Jacket","Tornado Trigger","Sorrowblade","1"
"Glaive","jungler","Sorrowblade","Tornado Trigger","Stormcrown","1"
"Glaive","jungler","Heavy Steel","Alternating Current","Tornado Trigger","1"
"Glaive","jungler","Sorrowblade","Serpent Mask","War Treads","1"
"Glaive","jungler","Tyrant's Monocle","Blazing Salvo","Halcyon Chargers","1"
"Glaive","jungler","Aftershock","Light Armor","Stormcrown","1"
"Glaive","jungler","Sorrowblade","Tornado Trigger","Heavy Steel","1"
"Glaive","jungler","Tornado Trigger","Metal Jacket","Travel Boots","1"
"Glaive","jungler","Metal Jacket","Journey Boots","Journey Boots","1"
"Glaive","jungler","Tornado Trigger","Sorrowblade","Eve of Harvest","1"
"Glaive","jungler","Sorrowblade","Tension Bow","Sprint Boots","1"
"Glaive","jungler","Tornado Trigger","Sorrowblade","Tornado Trigger","1"
"Glaive","jungler","Metal Jacket","Sorrowblade","Journey Boots","1"
"Glaive","jungler","Shatterglass","Broken Myth","Sprint Boots","1"
"Glaive","jungler","Oakheart","Sorrowblade","Blazing Salvo","1"
"Glaive","jungler","Stormcrown","Aftershock","Crucible","1"
"Glaive","jungler","Heavy Prism","Stormcrown","Travel Boots","1"
"Glaive","jungler","Serpent Mask","Tornado Trigger","Tornado Trigger","1"
