"Ringo","carry","Six Sins","Slumbering Husk","1"
"Catherine","jungler","Halcyon Chargers","Chronograph","1"
"Catherine","jungler","Halcyon Chargers","Contraption","1"
"Catherine","jungler","Aegis","Metal Jacket","1"
"Catherine","jungler","Slumbering Husk","Sprint Boots","1"
"Catherine","jungler","Shatterglass","Echo","1"
"Catherine","jungler","Metal Jacket","Stormcrown","1"
"Catherine","jungler","Metal Jacket","Contraption","1"
"Catherine","jungler","Crucible","Coat of Plates","1"
"Catherine","jungler","Metal Jacket","Alternating Current","1"
"Catherine","jungler","Aftershock","Travel Boots","1"
"Catherine","jungler","Stormguard Banner","Metal Jacket","1"
"Catherine","jungler","Contraption","War Treads","1"
"Catherine","jungler","Serpent Mask","Kinetic Shield","1"
"Catherine","jungler","Travel Boots","Aftershock","1"
"Catherine","jungler","Fountain of Renewal","Crucible","1"
"Catherine","jungler","Slumbering Husk","Fountain of Renewal","1"
"Catherine","jungler","Contraption","Travel Boots","1"
"Catherine","jungler","Tyrant's Monocle","Poisoned Shiv","1"
"Catherine","jungler","Aftershock","Tyrant's Monocle","1"
"Catherine","jungler","Ironguard Contract","Tyrant's Monocle","1"
"Catherine","jungler","Fountain of Renewal","Heavy Prism","1"
"Catherine","jungler","Stormcrown","Crucible","1"
"Catherine","jungler","Breaking Point","Sorrowblade","1"
"Catherine","jungler","Sorrowblade","Serpent Mask","1"
"Catherine","jungler","Aegis","Stormcrown","1"
"Catherine","jungler","Crucible","Alternating Current","1"
"Catherine","jungler","Alternating Current","Stormcrown","1"
"Catherine","jungler","Swift Shooter","Fountain of Renewal","1"
"Catherine","jungler","Bonesaw","Metal Jacket","1"
"Catherine","jungler","Crucible","Journey Boots","1"
"Catherine","jungler","Sorrowblade","Sprint Boots","1"
"Catherine","jungler","Serpent Mask","Halcyon Chargers","1"
"Catherine","jungler","Fountain of Renewal","Atlas Pauldron","1"
"Catherine","jungler","Dragonheart","Halcyon Chargers","1"
"Catherine","jungler","Aftershock","Halcyon Chargers","1"
"Catherine","jungler","Metal Jacket","Fountain of Renewal","1"
"Catherine","jungler","Stormcrown","Aftershock","1"
"Catherine","jungler","Stormcrown","Alternating Current","1"
"Catherine","jungler","Stormcrown","Kinetic Shield","1"
"Catherine","jungler","Journey Boots","Halcyon Chargers","1"
"Catherine","jungler","Stormcrown","Coat of Plates","1"
"Ringo","jungler","Lucky Strike","Stormcrown","1"
"Ringo","jungler","Lucky Strike","Halcyon Chargers","1"
"Ringo","jungler","Barbed Needle","Breaking Point","1"
"Ringo","jungler","Echo","Lucky Strike","1"
"Ringo","jungler","Bonesaw","Sorrowblade","1"
"Ringo","jungler","Crucible","Sorrowblade","1"
"Ringo","jungler","Alternating Current","Journey Boots","1"
"Ringo","jungler","Shatterglass","Clockwork","1"
"Ringo","jungler","Sorrowblade","Heavy Steel","1"
"Ringo","jungler","Broken Myth","Void Battery","1"
"Ringo","jungler","Alternating Current","Void Battery","1"
"Ringo","jungler","Tyrant's Monocle","Poisoned Shiv","1"
"Ringo","jungler","Lucky Strike","Broken Myth","1"
"Ringo","jungler","Travel Boots","Travel Boots","1"
"Ringo","jungler","Shatterglass","Travel Boots","1"
"Ringo","jungler","Halcyon Chargers","Clockwork","1"
"Ringo","jungler","Sorrowblade","Minion's Foot","1"
"Ringo","jungler","Alternating Current","Metal Jacket","1"
"Ringo","jungler","Halcyon Chargers","Shatterglass","1"
"Ringo","jungler","Tension Bow","Sorrowblade","1"
"Ringo","jungler","Shatterglass","Tyrant's Monocle","1"
"Ringo","jungler","Sorrowblade","Sprint Boots","1"
"Ringo","jungler","Breaking Point","War Treads","1"
"Ringo","jungler","War Treads","Tyrant's Monocle","1"
"Ringo","jungler","Heavy Steel","Blazing Salvo","1"
"Ringo","jungler","Sorrowblade","Bonesaw","1"
"Ringo","jungler","Poisoned Shiv","Sorrowblade","1"
"Ringo","jungler","Breaking Point","Tornado Trigger","1"
"Ringo","jungler","Eve of Harvest","Alternating Current","1"
"Ringo","jungler","Alternating Current","Shatterglass","1"
"Ringo","jungler","Travel Boots","Breaking Point","1"
"Ringo","jungler","Oakheart","Oakheart","1"
"Ringo","jungler","Echo","Alternating Current","1"
"Ringo","jungler","Slumbering Husk","Sorrowblade","1"
"Ringo","jungler","Sorrowblade","Barbed Needle","1"
"Ringo","jungler","Sorrowblade","Alternating Current","1"
"Ringo","jungler","Travel Boots","Clockwork","1"
"Ringo","jungler","Alternating Current","Sprint Boots","1"
"Ringo","jungler","Sorrowblade","Metal Jacket","1"
"Ringo","jungler","Reflex Block","Breaking Point","1"
"Ringo","jungler","Sorrowblade","Swift Shooter","1"
"Ringo","jungler","Halcyon Chargers","Stormcrown","1"
"Ringo","jungler","Void Battery","Alternating Current","1"
"Ringo","jungler","Breaking Point","Blazing Salvo","1"
"Ringo","jungler","Alternating Current","Stormcrown","1"
"Catherine","captain","Sprint Boots","Aegis","1"
"Catherine","captain","Stormcrown","Coat of Plates","1"
"Catherine","captain","Crucible","Scout Trap","1"
"Catherine","captain","Heavy Steel","Blazing Salvo","1"
"Catherine","captain","Stormguard Banner","Stormguard Banner","1"
"Catherine","captain","Tornado Trigger","Travel Boots","1"
"Catherine","captain","Stormcrown","Metal Jacket","1"
"Catherine","captain","Stormcrown","Atlas Pauldron","1"
"Catherine","captain","Sprint Boots","Crucible","1"
"Catherine","captain","Metal Jacket","Crucible","1"
"Catherine","captain","Slumbering Husk","War Treads","1"
"Catherine","captain","Crucible","Void Battery","1"
"Catherine","captain","Slumbering Husk","Journey Boots","1"
"Catherine","captain","Slumbering Husk","Heavy Prism","1"
"Catherine","captain","Halcyon Chargers","Halcyon Chargers","1"
"Catherine","captain","War Treads","Stormcrown","1"
"Catherine","captain","Atlas Pauldron","Halcyon Chargers","1"
"Catherine","captain","Stormguard Banner","Travel Boots","1"
"Catherine","captain","Travel Boots","Kinetic Shield","1"
"Catherine","captain","Heavy Prism","Fountain of Renewal","1"
"Catherine","captain","Dragonblood Contract","Ironguard Contract","1"
"Catherine","captain","Halcyon Chargers","Ironguard Contract","1"
"Catherine","captain","Halcyon Chargers","Metal Jacket","1"
"Catherine","captain","Fountain of Renewal","Eclipse Prism","1"
"Catherine","captain","Halcyon Chargers","Heavy Prism","1"
"Catherine","captain","Nullwave Gauntlet","Sprint Boots","1"
"Catherine","captain","Stormcrown","Slumbering Husk","1"
"Catherine","captain","Metal Jacket","Stormcrown","1"
"Catherine","captain","Reflex Block","Atlas Pauldron","1"
"Catherine","captain","Aftershock","Halcyon Chargers","1"
"Catherine","captain","Metal Jacket","Aftershock","1"
"Catherine","captain","Heavy Prism","War Treads","1"
"Catherine","captain","Contraption","Crystal Bit","1"
"Catherine","captain","Aftershock","Atlas Pauldron","1"
"Catherine","captain","Stormcrown","Light Shield","1"
"Catherine","captain","Travel Boots","Aftershock","1"
"Catherine","captain","Fountain of Renewal","Tyrant's Monocle","1"
"Catherine","captain","Stormcrown","Lifespring","1"
"Catherine","captain","Oakheart","Oakheart","1"
"Catherine","captain","Halcyon Potion","Contraption","1"
"Catherine","captain","Halcyon Potion","Stormguard Banner","1"
"Catherine","captain","Eclipse Prism","Fountain of Renewal","1"
"Catherine","captain","Stormcrown","Shatterglass","1"
"Catherine","captain","Crystal Infusion","Crystal Infusion","1"
"Catherine","captain","Fountain of Renewal","Energy Battery","1"
"Catherine","captain","Crucible","Stormguard Banner","1"
"Catherine","captain","Coat of Plates","Halcyon Chargers","1"
"Catherine","captain","Fountain of Renewal","Fountain of Renewal","1"
"Catherine","captain","Travel Boots","Stormguard Banner","1"
"Catherine","captain","Sorrowblade","Halcyon Chargers","1"
"Catherine","captain","Aegis","Crucible","1"
"Catherine","captain","Reflex Block","Fountain of Renewal","1"
"Catherine","captain","Breaking Point","Sorrowblade","1"
"Catherine","captain","Ironguard Contract","Atlas Pauldron","1"
"Catherine","captain","Swift Shooter","Halcyon Potion","1"
"Catherine","captain","Sprint Boots","Coat of Plates","1"
"Catherine","captain","Stormguard Banner","Clockwork","1"
"Catherine","captain","Tornado Trigger","Serpent Mask","1"
"Catherine","captain","Alternating Current","Dragonheart","1"
"Catherine","captain","Heavy Steel","Eve of Harvest","1"
"Catherine","captain","Dragonheart","Crucible","1"
"Catherine","captain","Breaking Point","Kinetic Shield","1"
"Catherine","captain","Fountain of Renewal","Heavy Prism","1"
"Catherine","captain","Oakheart","Protector Contract","1"
"Catherine","captain","Flare Gun","Fountain of Renewal","1"
"Catherine","captain","Swift Shooter","Fountain of Renewal","1"
"Catherine","captain","Book of Eulogies","Fountain of Renewal","1"
"Catherine","captain","Sorrowblade","Travel Boots","1"
"Catherine","captain","Chronograph","Shatterglass","1"
"Catherine","captain","Journey Boots","Crucible","1"
"Catherine","captain","Fountain of Renewal","Journey Boots","1"
"Catherine","captain","Slumbering Husk","Halcyon Potion","1"
"Catherine","captain","War Treads","Halcyon Chargers","1"
"Catherine","captain","Contraption","Clockwork","1"
"Catherine","captain","Heavy Prism","Aftershock","1"
"Catherine","captain","Sprint Boots","Contraption","1"
"Catherine","captain","Fountain of Renewal","Poisoned Shiv","1"
"Catherine","captain","Contraption","Dragonheart","1"
"Catherine","captain","Ironguard Contract","Flare","1"
"Catherine","captain","Fountain of Renewal","Flare","1"
"Catherine","captain","War Treads","Flare Gun","1"
"Catherine","captain","Sprint Boots","Reflex Block","1"
"Catherine","captain","Journey Boots","Clockwork","1"
"Catherine","captain","Flare Gun","War Treads","1"
"Catherine","captain","Sprint Boots","Sprint Boots","1"
"Catherine","captain","Protector Contract","Fountain of Renewal","1"
"Catherine","captain","Fountain of Renewal","Reflex Block","1"
"Catherine","captain","Ironguard Contract","Chronograph","1"
"Catherine","captain","Travel Boots","Sprint Boots","1"
"Catherine","captain","Crucible","Crucible","1"
"Catherine","captain","Crucible","Flare","1"
"Catherine","captain","Void Battery","Fountain of Renewal","1"
"Catherine","captain","Atlas Pauldron","Crucible","1"
"Ringo","captain","Breaking Point","Slumbering Husk","1"
"Ringo","captain","Weapon Blade","Weapon Blade","1"
"Ringo","captain","Poisoned Shiv","Sorrowblade","1"
"Ringo","captain","Heavy Prism","Energy Battery","1"
"Ringo","captain","Travel Boots","Stormcrown","1"
"Ringo","captain","Heavy Prism","Stormcrown","1"
"Ringo","captain","Energy Battery","Halcyon Potion","1"
"Ringo","captain","Tension Bow","Blazing Salvo","1"
"Ringo","captain","Travel Boots","Alternating Current","1"
"Ringo","captain","Sorrowblade","Bonesaw","1"
"Ringo","captain","Sorrowblade","Oakheart","1"
"Ringo","captain","Breaking Point","Metal Jacket","1"
"Ringo","captain","Halcyon Potion","Serpent Mask","1"
"Ringo","captain","Six Sins","Sorrowblade","1"
"Ringo","captain","Sorrowblade","Swift Shooter","1"
"Ringo","captain","Tornado Trigger","Six Sins","1"
"Ringo","captain","Blazing Salvo","Six Sins","1"
"Ringo","captain","Alternating Current","Void Battery","1"
"Ringo","captain","Travel Boots","Heavy Steel","1"
"Ringo","captain","Tension Bow","Reflex Block","1"
"Ringo","captain","Heavy Steel","Heavy Steel","1"
"Ringo","captain","Tyrant's Monocle","Sorrowblade","1"
"Ringo","captain","Chronograph","Tornado Trigger","1"
"Ringo","captain","Tyrant's Monocle","Weapon Blade","1"
"Ringo","captain","Sorrowblade","Halcyon Potion","1"
"Ringo","captain","Tornado Trigger","Poisoned Shiv","1"
"Ringo","captain","Shatterglass","Swift Shooter","1"
"Ringo","captain","Minion's Foot","Sorrowblade","1"
"Ringo","captain","Alternating Current","Sprint Boots","1"
"Ringo","captain","Swift Shooter","Six Sins","1"
"Ringo","captain","Dragonheart","Travel Boots","1"
"Ringo","captain","Tyrant's Monocle","Poisoned Shiv","1"
"Ringo","captain","Breaking Point","Halcyon Potion","1"
"Ringo","captain","Tension Bow","Sorrowblade","1"
"Ringo","captain","Crucible","Sorrowblade","1"
"Ringo","captain","Serpent Mask","Sprint Boots","1"
"Ringo","captain","Serpent Mask","Poisoned Shiv","1"
"Ringo","captain","Tornado Trigger","Halcyon Chargers","1"
"Ringo","captain","Shatterglass","Shatterglass","1"
"Ringo","captain","Shatterglass","Heavy Prism","1"
"Ringo","captain","Breaking Point","Tornado Trigger","1"
"Ringo","captain","Book of Eulogies","Blazing Salvo","1"
"Ringo","captain","Blazing Salvo","Heavy Steel","1"
"Ringo","captain","Energy Battery","Heavy Prism","1"
"Ringo","captain","Heavy Steel","Book of Eulogies","1"
"Ringo","captain","Halcyon Potion","Sorrowblade","1"
"Ringo","captain","Kinetic Shield","Tornado Trigger","1"
"Ringo","captain","Tornado Trigger","Tyrant's Monocle","1"
"Ringo","captain","Tension Bow","Weapon Blade","1"
"Ringo","captain","Stormcrown","Serpent Mask","1"
"Ringo","captain","Halcyon Chargers","Aegis","1"
"Ringo","captain","Coat of Plates","Sorrowblade","1"
"Ringo","captain","Swift Shooter","Sprint Boots","1"
"Ringo","captain","Halcyon Potion","Crystal Bit","1"
"Ringo","captain","Six Sins","Heavy Prism","1"
"Ringo","captain","Journey Boots","Sorrowblade","1"
"Ringo","captain","Halcyon Chargers","Alternating Current","1"
"Ringo","captain","Sprint Boots","Aegis","1"
"Ringo","captain","Energy Battery","Alternating Current","1"
"Ringo","captain","Sprint Boots","Energy Battery","1"
"Ringo","captain","Shatterglass","Alternating Current","1"
"Ringo","captain","Sorrowblade","Metal Jacket","1"
"Ringo","captain","Sorrowblade","Halcyon Chargers","1"
"Ringo","captain","Sorrowblade","Energy Battery","1"
"Ringo","captain","Scout Trap","Blazing Salvo","1"
"Ringo","captain","Tension Bow","Light Shield","1"
"Ringo","captain","Six Sins","Barbed Needle","1"
"Ringo","captain","Sorrowblade","Book of Eulogies","1"
"Ringo","carry","Flare","Halcyon Potion","1"
"Ringo","carry","Piercing Shard","Blazing Salvo","1"
"Ringo","carry","Blazing Salvo","Slumbering Husk","1"
"Ringo","carry","Serpent Mask","Serpent Mask","1"
"Ringo","carry","Serpent Mask","War Treads","1"
"Ringo","carry","Heavy Steel","Coat of Plates","1"
"Ringo","carry","Minion Candy","Scout Trap","1"
"Ringo","carry","Swift Shooter","Tyrant's Monocle","1"
"Ringo","carry","Lucky Strike","Aegis","1"
"Ringo","carry","Lucky Strike","Heavy Prism","1"
"Ringo","carry","Stormcrown","Aftershock","1"
"Ringo","carry","Reflex Block","Void Battery","1"
"Ringo","carry","Shatterglass","Eve of Harvest","1"
"Ringo","carry","Reflex Block","Heavy Steel","1"
"Ringo","carry","Halcyon Chargers","Poisoned Shiv","1"
"Ringo","carry","Sorrowblade","Piercing Spear","1"
"Ringo","carry","Heavy Steel","Heavy Steel","1"
"Ringo","carry","Bonesaw","Sorrowblade","1"
"Ringo","carry","Breaking Point","Six Sins","1"
"Ringo","carry","Lucky Strike","Reflex Block","1"
"Ringo","carry","Aegis","Travel Boots","1"
"Ringo","carry","Void Battery","Tornado Trigger","1"
"Ringo","carry","Breaking Point","Metal Jacket","1"
"Ringo","carry","Book of Eulogies","Book of Eulogies","1"
"Ringo","carry","Coat of Plates","Tornado Trigger","1"
"Ringo","carry","Tension Bow","Clockwork","1"
"Ringo","carry","Reflex Block","Breaking Point","1"
"Ringo","carry","Energy Battery","Blazing Salvo","1"
"Ringo","carry","Halcyon Chargers","Bonesaw","1"
"Ringo","carry","Tyrant's Monocle","Metal Jacket","1"
"Ringo","carry","Tornado Trigger","Light Armor","1"
"Ringo","carry","Light Armor","Sorrowblade","1"
"Ringo","carry","Aegis","Lucky Strike","1"
"Ringo","carry","Reflex Block","Sorrowblade","1"
"Ringo","carry","Tornado Trigger","Lucky Strike","1"
"Ringo","carry","Shatterglass","Broken Myth","1"
"Ringo","carry","Lucky Strike","Echo","1"
"Ringo","carry","Eve of Harvest","Aegis","1"
"Ringo","carry","Lucky Strike","Broken Myth","1"
"Ringo","carry","Lucky Strike","Shatterglass","1"
"Ringo","carry","Shatterglass","Swift Shooter","1"
"Ringo","carry","Shatterglass","Lucky Strike","1"
"Ringo","carry","Broken Myth","Aegis","1"
"Ringo","carry","Journey Boots","Alternating Current","1"
"Ringo","carry","Blazing Salvo","Coat of Plates","1"
"Ringo","carry","Broken Myth","Halcyon Chargers","1"
"Ringo","carry","Nullwave Gauntlet","Contraption","1"
"Ringo","carry","Alternating Current","Heavy Prism","1"
"Ringo","carry","Journey Boots","Bonesaw","1"
"Ringo","carry","Sorrowblade","Heavy Steel","1"
"Ringo","carry","Alternating Current","Reflex Block","1"
"Ringo","carry","Sprint Boots","Reflex Block","1"
"Ringo","carry","Halcyon Chargers","Aegis","1"
"Ringo","carry","Sprint Boots","Light Armor","1"
"Ringo","carry","Light Shield","Sorrowblade","1"
"Ringo","carry","Eve of Harvest","Lucky Strike","1"
"Ringo","carry","Broken Myth","Journey Boots","1"
"Ringo","carry","Breaking Point","Tension Bow","1"
"Ringo","carry","Tyrant's Monocle","Halcyon Chargers","1"
"Ringo","carry","Journey Boots","Poisoned Shiv","1"
"Adagio","carry","Aegis","Tornado Trigger","1"
"Adagio","carry","Halcyon Chargers","Metal Jacket","1"
"Adagio","carry","Broken Myth","Journey Boots","1"
"Adagio","carry","Fountain of Renewal","Aegis","1"
"Adagio","carry","Crucible","Broken Myth","1"
"Adagio","carry","Broken Myth","Fountain of Renewal","1"
"Adagio","carry","Bonesaw","Stormcrown","1"
"Adagio","carry","Alternating Current","Piercing Shard","1"
"Adagio","carry","Broken Myth","Halcyon Chargers","1"
"Adagio","carry","Tornado Trigger","Fountain of Renewal","1"
"Adagio","carry","Atlas Pauldron","Fountain of Renewal","1"
"Adagio","carry","Breaking Point","Halcyon Chargers","1"
"Adagio","carry","Fountain of Renewal","Atlas Pauldron","1"
"Adagio","carry","Eve of Harvest","Contraption","1"
"Adagio","carry","Breaking Point","Poisoned Shiv","1"
"Adagio","carry","Slumbering Husk","Sprint Boots","1"
"Adagio","carry","Clockwork","Alternating Current","1"
"Adagio","carry","Stormcrown","Blazing Salvo","1"
"Adagio","carry","Oakheart","Oakheart","1"
"Adagio","carry","War Treads","Contraption","1"
"Adagio","carry","Alternating Current","Void Battery","1"
"Adagio","carry","Sorrowblade","Stormcrown","1"
"Adagio","carry","Contraption","Swift Shooter","1"
"Adagio","carry","Fountain of Renewal","Crystal Bit","1"
"Adagio","carry","Alternating Current","War Treads","1"
"Adagio","carry","War Treads","Stormcrown","1"
"Adagio","carry","Crucible","War Treads","1"
"Adagio","carry","Fountain of Renewal","Ironguard Contract","1"
"Adagio","carry","Contraption","Metal Jacket","1"
"Adagio","carry","Halcyon Chargers","Sorrowblade","1"
"Adagio","carry","Fountain of Renewal","Eve of Harvest","1"
"Adagio","carry","Stormcrown","Tornado Trigger","1"
"Adagio","carry","Shatterglass","Contraption","1"
"Adagio","carry","Crucible","Energy Battery","1"
"Adagio","carry","Travel Boots","Travel Boots","1"
"Adagio","carry","Stormguard Banner","Fountain of Renewal","1"
"Adagio","carry","Stormcrown","War Treads","1"
"Adagio","carry","Coat of Plates","Tornado Trigger","1"
"Adagio","carry","Clockwork","Frostburn","1"
"Adagio","carry","Fountain of Renewal","Coat of Plates","1"
"Adagio","carry","Halcyon Chargers","Tornado Trigger","1"
"Adagio","carry","Alternating Current","Fountain of Renewal","1"
"Adagio","carry","Void Battery","Hourglass","1"
"Adagio","carry","Contraption","Fountain of Renewal","1"
"Adagio","carry","Stormcrown","Fountain of Renewal","1"
"Adagio","carry","Sorrowblade","Eve of Harvest","1"
"Adagio","carry","Tornado Trigger","Travel Boots","1"
"Adagio","carry","Broken Myth","Alternating Current","1"
"Adagio","carry","Shatterglass","Aegis","1"
"Adagio","carry","Crystal Bit","Fountain of Renewal","1"
"Adagio","carry","Stormguard Banner","Blazing Salvo","1"
"Adagio","carry","Clockwork","Fountain of Renewal","1"
"Adagio","carry","Sprint Boots","Tornado Trigger","1"
"Adagio","carry","Journey Boots","Sorrowblade","1"
"Adagio","carry","Ironguard Contract","Fountain of Renewal","1"
"Adagio","carry","Ironguard Contract","Stormcrown","1"
"Adagio","carry","Fountain of Renewal","Heavy Steel","1"
"Adagio","carry","Alternating Current","Alternating Current","1"
"Adagio","carry","Travel Boots","Broken Myth","1"
"Adagio","carry","Halcyon Chargers","Fountain of Renewal","1"
"Adagio","carry","Travel Boots","Stormcrown","1"
"Adagio","carry","Fountain of Renewal","Fountain of Renewal","1"
"Adagio","carry","Kinetic Shield","Halcyon Chargers","1"
"Adagio","carry","Shatterglass","Clockwork","1"
"Adagio","carry","Tornado Trigger","Slumbering Husk","1"
"Adagio","carry","Travel Boots","Nullwave Gauntlet","1"
"Adagio","carry","Dragonheart","Travel Boots","1"
"Adagio","carry","Fountain of Renewal","Flare","1"
"Adagio","carry","Alternating Current","Eclipse Prism","1"
"Adagio","carry","Sorrowblade","Coat of Plates","1"
"Adagio","carry","Scout Trap","Scout Trap","1"
"Adagio","carry","Aegis","Alternating Current","1"
"Adagio","carry","Alternating Current","Light Shield","1"
"Adagio","carry","Alternating Current","Eve of Harvest","1"
"Adagio","carry","Journey Boots","Aegis","1"
"Adagio","carry","Travel Boots","Breaking Point","1"
"Adagio","carry","Reflex Block","Lucky Strike","1"
"Adagio","carry","Travel Boots","Lucky Strike","1"
"Adagio","carry","Lucky Strike","Metal Jacket","1"
"Adagio","carry","Sprint Boots","Alternating Current","1"
"Adagio","carry","Travel Boots","Aegis","1"
"Adagio","carry","Reflex Block","Travel Boots","1"
"Adagio","carry","Travel Boots","Piercing Shard","1"
"Adagio","carry","Alternating Current","Heavy Prism","1"
"Adagio","carry","Journey Boots","Reflex Block","1"
"Adagio","carry","Alternating Current","Sprint Boots","1"
"Adagio","carry","Lucky Strike","Travel Boots","1"
"Adagio","carry","Fountain of Renewal","Nullwave Gauntlet","1"
"Koshka","carry","Aegis","Shatterglass","1"
"Koshka","carry","Broken Myth","Stormcrown","1"
"Koshka","carry","Aftershock","Aegis","1"
"Koshka","carry","Sorrowblade","Sorrowblade","1"
"Koshka","carry","Shatterglass","Sprint Boots","1"
"Koshka","carry","Shatterglass","Aftershock","1"
"Koshka","carry","Shatterglass","Aegis","1"
"Koshka","carry","Slumbering Husk","Shatterglass","1"
"Koshka","carry","Journey Boots","Alternating Current","1"
"Koshka","carry","Aftershock","Shatterglass","1"
"Ringo","jungler","Sorrowblade","Energy Battery","1"
"Ringo","jungler","Reflex Block","Tornado Trigger","1"
"Ringo","jungler","Breaking Point","Minion Candy","1"
"Ringo","jungler","Chronograph","Book of Eulogies","1"
"Ringo","jungler","Halcyon Chargers","Halcyon Potion","1"
"Ringo","jungler","Serpent Mask","Tornado Trigger","1"
"Ringo","jungler","Halcyon Potion","Halcyon Potion","1"
"Ringo","jungler","Travel Boots","Alternating Current","1"
"Ringo","jungler","Sorrowblade","Journey Boots","1"
"Ringo","jungler","Sprint Boots","Tornado Trigger","1"
"Adagio","jungler","Fountain of Renewal","Light Shield","1"
"Adagio","jungler","Contraption","War Treads","1"
"Adagio","jungler","Alternating Current","Crucible","1"
"Adagio","jungler","Ironguard Contract","Fountain of Renewal","1"
"Adagio","jungler","Contraption","Halcyon Chargers","1"
"Adagio","jungler","War Treads","Atlas Pauldron","1"
"Adagio","jungler","Fountain of Renewal","Stormcrown","1"
"Adagio","jungler","Fountain of Renewal","Metal Jacket","1"
"Adagio","jungler","Stormcrown","Fountain of Renewal","1"
"Adagio","jungler","Alternating Current","Fountain of Renewal","1"
"Adagio","jungler","Shatterglass","Fountain of Renewal","1"
"Adagio","jungler","Alternating Current","Shatterglass","1"
"Adagio","jungler","Broken Myth","Crucible","1"
"Adagio","jungler","Halcyon Chargers","Alternating Current","1"
"Adagio","jungler","Travel Boots","Energy Battery","1"
"Adagio","jungler","Stormcrown","Tornado Trigger","1"
"Adagio","jungler","Stormcrown","War Treads","1"
"Adagio","jungler","Aegis","Alternating Current","1"
"Adagio","jungler","Fountain of Renewal","War Treads","1"
"Adagio","jungler","Aegis","Clockwork","1"
"Adagio","jungler","Halcyon Chargers","Aegis","1"
"Adagio","jungler","Alternating Current","Light Shield","1"
"Adagio","jungler","Lucky Strike","Reflex Block","1"
"Adagio","jungler","Travel Boots","Alternating Current","1"
"Adagio","jungler","Travel Boots","Blazing Salvo","1"
"Adagio","jungler","Frostburn","Alternating Current","1"
"Adagio","jungler","Journey Boots","Frostburn","1"
"Adagio","jungler","Nullwave Gauntlet","Alternating Current","1"
"Adagio","jungler","Sprint Boots","Alternating Current","1"
"Adagio","jungler","Lucky Strike","Heavy Prism","1"
"Adagio","jungler","Lucky Strike","Travel Boots","1"
"Adagio","jungler","Alternating Current","Aegis","1"
"Koshka","jungler","Metal Jacket","Shatterglass","1"
"Koshka","jungler","Slumbering Husk","Aftershock","1"
"Koshka","jungler","Frostburn","Broken Myth","1"
"Koshka","jungler","Fountain of Renewal","Shatterglass","1"
"Koshka","jungler","Broken Myth","Chronograph","1"
"Koshka","jungler","Journey Boots","Aegis","1"
"Koshka","jungler","Shatterglass","Halcyon Potion","1"
"Koshka","jungler","War Treads","Aegis","1"
"Koshka","jungler","Slumbering Husk","Sprint Boots","1"
"Koshka","jungler","Broken Myth","Contraption","1"
"Koshka","jungler","Halcyon Potion","Halcyon Potion","1"
"Koshka","jungler","Frostburn","Aftershock","1"
"Koshka","jungler","Fountain of Renewal","Fountain of Renewal","1"
"Koshka","jungler","Aftershock","Stormguard Banner","1"
"Koshka","jungler","Shatterglass","Fountain of Renewal","1"
"Koshka","jungler","Sorrowblade","Tornado Trigger","1"
"Koshka","jungler","Stormcrown","Halcyon Potion","1"
"Koshka","jungler","Eve of Harvest","Aftershock","1"
"Koshka","jungler","Journey Boots","Travel Boots","1"
"Koshka","jungler","Eve of Harvest","Aegis","1"
"Koshka","jungler","Crystal Bit","Sprint Boots","1"
"Koshka","jungler","Halcyon Potion","Aftershock","1"
"Koshka","jungler","Atlas Pauldron","Shatterglass","1"
"Koshka","jungler","Halcyon Potion","Crystal Bit","1"
"Koshka","jungler","Shatterglass","Light Armor","1"
"Koshka","jungler","Crucible","Sprint Boots","1"
"Koshka","jungler","Chronograph","Aftershock","1"
"Koshka","jungler","Fountain of Renewal","Travel Boots","1"
"Koshka","jungler","Frostburn","Shatterglass","1"
"Koshka","jungler","Coat of Plates","Aftershock","1"
"Koshka","jungler","Travel Boots","Fountain of Renewal","1"
"Koshka","jungler","Lifespring","Aftershock","1"
"Koshka","jungler","Aftershock","Crucible","1"
"Koshka","jungler","Stormcrown","War Treads","1"
"Koshka","jungler","Clockwork","Shatterglass","1"
"Koshka","jungler","Slumbering Husk","Shatterglass","1"
"Koshka","jungler","Metal Jacket","Aftershock","1"
"Koshka","jungler","Clockwork","Reflex Block","1"
"Koshka","jungler","Sprint Boots","Alternating Current","1"
"Koshka","jungler","Sprint Boots","Sprint Boots","1"
"Koshka","jungler","Tornado Trigger","Sorrowblade","1"
"Koshka","jungler","Coat of Plates","Alternating Current","1"
"Koshka","jungler","Lucky Strike","Crucible","1"
"Koshka","jungler","Frostburn","Journey Boots","1"
"Koshka","jungler","Dragonblood Contract","Dragonblood Contract","1"
"Koshka","jungler","Coat of Plates","Coat of Plates","1"
"Koshka","jungler","Journey Boots","Journey Boots","1"
"Koshka","jungler","Halcyon Chargers","Oakheart","1"
"Koshka","jungler","Sprint Boots","Oakheart","1"
"Koshka","jungler","Eve of Harvest","Shatterglass","1"
"Koshka","jungler","Hourglass","Heavy Prism","1"
"Koshka","jungler","Journey Boots","Chronograph","1"
"Koshka","jungler","War Treads","Aftershock","1"
"Koshka","jungler","War Treads","Broken Myth","1"
"Koshka","jungler","Sprint Boots","Stormcrown","1"
"Koshka","jungler","Broken Myth","Metal Jacket","1"
"Koshka","jungler","Light Armor","Aftershock","1"
"Koshka","jungler","Halcyon Potion","Frostburn","1"
"Koshka","jungler","Shatterglass","Slumbering Husk","1"
